declarationNumber,declarationType,declarationDate,state,county,incidentType,incidentTitle,startDate,endDate,closeDate,individualAssistanceProgram,individualsAndHouseholdsProgram,publicAssistanceProgram,hazardMitigationProgram,year,month
DR-1258,Disaster,1998-11-05,KS,Coffey County,Storm,Ks-Flooding  10/31/98,10/30/1998,11/15/1998,12/29/2008,Yes,No,Yes,Yes,1998,11
DR-1258,Disaster,1998-11-05,KS,Cowley County,Storm,Ks-Flooding  10/31/98,10/30/1998,11/15/1998,12/29/2008,Yes,No,Yes,Yes,1998,11
DR-1258,Disaster,1998-11-05,KS,Douglas County,Storm,Ks-Flooding  10/31/98,10/30/1998,11/15/1998,12/29/2008,Yes,No,Yes,Yes,1998,11
DR-1258,Disaster,1998-11-05,KS,Franklin County,Storm,Ks-Flooding  10/31/98,10/30/1998,11/15/1998,12/29/2008,Yes,No,Yes,Yes,1998,11
DR-1258,Disaster,1998-11-05,KS,Greenwood County,Storm,Ks-Flooding  10/31/98,10/30/1998,11/15/1998,12/29/2008,Yes,No,Yes,Yes,1998,11
DR-1258,Disaster,1998-11-05,KS,Harper County,Storm,Ks-Flooding  10/31/98,10/30/1998,11/15/1998,12/29/2008,Yes,No,Yes,Yes,1998,11
DR-1258,Disaster,1998-11-05,KS,Harvey County,Storm,Ks-Flooding  10/31/98,10/30/1998,11/15/1998,12/29/2008,Yes,No,Yes,Yes,1998,11
DR-1258,Disaster,1998-11-05,KS,Johnson County,Storm,Ks-Flooding  10/31/98,10/30/1998,11/15/1998,12/29/2008,Yes,No,Yes,Yes,1998,11
DR-1258,Disaster,1998-11-05,KS,Leavenworth County,Storm,Ks-Flooding  10/31/98,10/30/1998,11/15/1998,12/29/2008,Yes,No,Yes,Yes,1998,11
DR-1258,Disaster,1998-11-05,KS,Lyon County,Storm,Ks-Flooding  10/31/98,10/30/1998,11/15/1998,12/29/2008,Yes,No,Yes,Yes,1998,11
DR-1258,Disaster,1998-11-05,KS,Marion County,Storm,Ks-Flooding  10/31/98,10/30/1998,11/15/1998,12/29/2008,Yes,No,Yes,Yes,1998,11
DR-1258,Disaster,1998-11-05,KS,Neosho County,Storm,Ks-Flooding  10/31/98,10/30/1998,11/15/1998,12/29/2008,Yes,No,Yes,Yes,1998,11
DR-1258,Disaster,1998-11-05,KS,Saline County,Storm,Ks-Flooding  10/31/98,10/30/1998,11/15/1998,12/29/2008,Yes,No,Yes,Yes,1998,11
DR-1258,Disaster,1998-11-05,KS,Sedgwick County,Storm,Ks-Flooding  10/31/98,10/30/1998,11/15/1998,12/29/2008,Yes,No,Yes,Yes,1998,11
DR-1258,Disaster,1998-11-05,KS,Sumner County,Storm,Ks-Flooding  10/31/98,10/30/1998,11/15/1998,12/29/2008,Yes,No,Yes,Yes,1998,11
DR-1258,Disaster,1998-11-05,KS,Wilson County,Storm,Ks-Flooding  10/31/98,10/30/1998,11/15/1998,12/29/2008,Yes,No,Yes,Yes,1998,11
DR-1258,Disaster,1998-11-05,KS,Woodson County,Storm,Ks-Flooding  10/31/98,10/30/1998,11/15/1998,12/29/2008,Yes,No,Yes,Yes,1998,11
DR-1258,Disaster,1998-11-05,KS,Wyandotte County,Storm,Ks-Flooding  10/31/98,10/30/1998,11/15/1998,12/29/2008,Yes,No,Yes,Yes,1998,11
DR-1259,Disaster,1998-11-06,FL,Monroe County,Storm,Tropical Storm Mitch,11/04/1998,11/05/1998,06/22/2010,Yes,No,Yes,Yes,1998,11
DR-1259,Disaster,1998-11-06,FL,Palm Beach County,Storm,Tropical Storm Mitch,11/04/1998,11/05/1998,06/22/2010,Yes,No,Yes,Yes,1998,11
EM-3134,Emergency,1999-01-08,IL,Adams County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Brown County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Bureau County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Calhoun County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Cass County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Champaign County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Christian County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Cook County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,De Witt County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Douglas County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,DuPage County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Ford County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Fulton County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Greene County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Grundy County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Hancock County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Henderson County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Henry County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Iroquois County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Kane County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Kankakee County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Kendall County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Knox County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Lake County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,La Salle County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Livingston County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Logan County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,McDonough County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,McHenry County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,McLean County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Macon County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Marshall County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Mason County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Menard County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Mercer County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Morgan County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Moultrie County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Peoria County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Piatt County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Pike County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Putnam County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Sangamon County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Schuyler County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Scott County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Shelby County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Stark County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Tazewell County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Vermilion County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Warren County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Will County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Winnebago County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
EM-3134,Emergency,1999-01-08,IL,Woodford County,Snow,Il-Winter Storm  1/1/99,01/01/1999,01/15/1999,03/12/2014,No,No,Yes,No,1999,1
DR-1261,Disaster,1999-01-15,AL,Colbert County,Storm,Riv-Severe Winter Wx 12/23/98,12/23/1998,12/29/1998,08/19/2008,No,No,Yes,Yes,1999,1
DR-1261,Disaster,1999-01-15,AL,Cullman County,Storm,Riv-Severe Winter Wx 12/23/98,12/23/1998,12/29/1998,08/19/2008,No,No,Yes,Yes,1999,1
DR-1261,Disaster,1999-01-15,AL,Fayette County,Storm,Riv-Severe Winter Wx 12/23/98,12/23/1998,12/29/1998,08/19/2008,No,No,Yes,Yes,1999,1
DR-1261,Disaster,1999-01-15,AL,Franklin County,Storm,Riv-Severe Winter Wx 12/23/98,12/23/1998,12/29/1998,08/19/2008,No,No,Yes,Yes,1999,1
DR-1261,Disaster,1999-01-15,AL,Lamar County,Storm,Riv-Severe Winter Wx 12/23/98,12/23/1998,12/29/1998,08/19/2008,No,No,Yes,Yes,1999,1
DR-1261,Disaster,1999-01-15,AL,Lauderdale County,Storm,Riv-Severe Winter Wx 12/23/98,12/23/1998,12/29/1998,08/19/2008,No,No,Yes,Yes,1999,1
DR-1261,Disaster,1999-01-15,AL,Lawrence County,Storm,Riv-Severe Winter Wx 12/23/98,12/23/1998,12/29/1998,08/19/2008,No,No,Yes,Yes,1999,1
DR-1261,Disaster,1999-01-15,AL,Limestone County,Storm,Riv-Severe Winter Wx 12/23/98,12/23/1998,12/29/1998,08/19/2008,No,No,Yes,Yes,1999,1
DR-1261,Disaster,1999-01-15,AL,Madison County,Storm,Riv-Severe Winter Wx 12/23/98,12/23/1998,12/29/1998,08/19/2008,No,No,Yes,Yes,1999,1
DR-1261,Disaster,1999-01-15,AL,Marion County,Storm,Riv-Severe Winter Wx 12/23/98,12/23/1998,12/29/1998,08/19/2008,No,No,Yes,Yes,1999,1
DR-1261,Disaster,1999-01-15,AL,Morgan County,Storm,Riv-Severe Winter Wx 12/23/98,12/23/1998,12/29/1998,08/19/2008,No,No,Yes,Yes,1999,1
DR-1261,Disaster,1999-01-15,AL,Winston County,Storm,Riv-Severe Winter Wx 12/23/98,12/23/1998,12/29/1998,08/19/2008,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Anderson County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Bedford County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Bledsoe County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Campbell County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Cannon County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Claiborne County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Coffee County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Cumberland County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,DeKalb County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Fentress County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Franklin County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Giles County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Grundy County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Hamilton County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Hancock County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Lawrence County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Lewis County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Lincoln County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Loudon County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Marion County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Marshall County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Monroe County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Moore County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Morgan County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Roane County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Scott County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Sequatchie County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Sevier County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Union County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Van Buren County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Warren County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,Wayne County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
DR-1260,Disaster,1999-01-15,TN,White County,Storm,Severe Winter Storm,12/23/1998,12/29/1998,08/24/2010,No,No,Yes,Yes,1999,1
EM-3136,Emergency,1999-01-15,NY,Cattaraugus County,Snow,Snow,01/01/1999,01/15/1999,06/18/2004,No,No,Yes,No,1999,1
EM-3136,Emergency,1999-01-15,NY,Chautauqua County,Snow,Snow,01/01/1999,01/15/1999,06/18/2004,No,No,Yes,No,1999,1
EM-3136,Emergency,1999-01-15,NY,Erie County,Snow,Snow,01/01/1999,01/15/1999,06/18/2004,No,No,Yes,No,1999,1
EM-3136,Emergency,1999-01-15,NY,Genesee County,Snow,Snow,01/01/1999,01/15/1999,06/18/2004,No,No,Yes,No,1999,1
EM-3136,Emergency,1999-01-15,NY,Jefferson County,Snow,Snow,01/01/1999,01/15/1999,06/18/2004,No,No,Yes,No,1999,1
EM-3136,Emergency,1999-01-15,NY,Lewis County,Snow,Snow,01/01/1999,01/15/1999,06/18/2004,No,No,Yes,No,1999,1
EM-3136,Emergency,1999-01-15,NY,Niagara County,Snow,Snow,01/01/1999,01/15/1999,06/18/2004,No,No,Yes,No,1999,1
EM-3136,Emergency,1999-01-15,NY,Orleans County,Snow,Snow,01/01/1999,01/15/1999,06/18/2004,No,No,Yes,No,1999,1
EM-3136,Emergency,1999-01-15,NY,St. Lawrence County,Snow,Snow,01/01/1999,01/15/1999,06/18/2004,No,No,Yes,No,1999,1
EM-3136,Emergency,1999-01-15,NY,Wyoming County,Snow,Snow,01/01/1999,01/15/1999,06/18/2004,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Adams County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Allen County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Benton County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Blackford County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Boone County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Carroll County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Cass County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Clay County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Clinton County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,DeKalb County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Delaware County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Elkhart County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Fayette County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Fountain County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Fulton County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Grant County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Hamilton County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Hancock County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Hendricks County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Henry County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Howard County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Huntington County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Jasper County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Jay County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Johnson County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Kosciusko County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,LaGrange County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Lake County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,LaPorte County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Madison County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Marion County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Marshall County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Miami County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Montgomery County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Morgan County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Newton County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Noble County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Parke County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Porter County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Pulaski County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Putnam County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
EM-3135,Emergency,1999-01-15,IN,Randolph County,Snow,In-Winter Storm 12/23/98,01/01/1999,01/15/1999,02/01/2001,No,No,Yes,No,1999,1
