declarationNumber,declarationType,declarationDate,year,month,quarter,day,dayOfWeek,state,stateName,region,county,incidentType,disasterTitle,startDate,endDate,closeDate
EM-3234,Emergency,2005-09-10,2005.0,9.0,3.0,10.0,Saturday,SD,South Dakota,Midwest,Aurora County,Storm,Hurricane Katrina Evacuation,2005-09-06,2005-10-01,2007-12-10
EM-3235,Emergency,2005-09-10,2005.0,9.0,3.0,10.0,Saturday,PA,Pennsylvania,Northeast,Adams County,Hurricane,Hurricane Katrina ,,2005-10-01,
EM-3239,Emergency,2005-09-10,2005.0,9.0,3.0,10.0,Saturday,IA,Iowa,Midwest,Adair County,Hurricane,Hurricane Katrina Evacuation,,2005-10-01,
EM-3231,Emergency,2005-09-10,2005.0,9.0,3.0,10.0,Saturday,KY,Kentucky,South,Adair County,Hurricane,Hurricane Katrina ,,2005-10-01,
EM-3236,Emergency,2005-09-10,2005.0,9.0,3.0,10.0,Saturday,KS,Kansas,Midwest,Allen County,Hurricane,Hurricane Katrina Evacuation,2005-09-01,2005-10-01,
EM-3237,Emergency,2005-09-10,2005.0,9.0,3.0,10.0,Saturday,AL,Alabama,South,Autauga County,Hurricane,Hurricane Katrina Evacuation,,2005-10-01,2009-03-06
EM-3238,Emergency,2005-09-10,2005.0,9.0,3.0,10.0,Saturday,IN,Indiana,Midwest,Adams County,Hurricane,Hurricane Katrina Evacuation,,2005-10-01,
EM-3240,Emergency,2005-09-12,2005.0,9.0,3.0,12.0,Monday,VA,Virginia,South,Alexandria,Hurricane,Hurricane Katrina Evacuation,,2005-10-01,
EM-3241,Emergency,2005-09-12,2005.0,9.0,3.0,12.0,Monday,AZ,Arizona,West,Apache County,Hurricane,Hurricane Katrina Evacuation,,2005-10-01,
FM-2585,Fire,2005-10-06,2005.0,10.0,4.0,6.0,Thursday,CA,California,West,San Diego County,Fire,Border # 50 Fire,2005-10-05,2005-10-10,2009-12-03
FM-2584,Fire,2005-10-06,2005.0,10.0,4.0,6.0,Thursday,CA,California,West,Riverside County,Fire,Woodhouse Fire,2005-10-05,2005-10-08,2009-12-03
DR-1608,Disaster,2005-10-07,2005.0,10.0,4.0,7.0,Friday,NC,North Carolina,South,Brunswick County,Hurricane,Hurricane Ophelia,2005-09-11,,
DR-1611,Disaster,2005-11-08,2005.0,11.0,4.0,8.0,Tuesday,MP,Northern Mariana Islands,Territory,Rota Municipality,Typhoon,Typhoon Nabi,,2005-09-01,
DR-1612,Disaster,2005-11-08,2005.0,11.0,4.0,8.0,Tuesday,IN,Indiana,Midwest,Vanderburgh County,Tornado,Tornado and Severe Storms,2005-11-06,2005-11-06,2012-11-01
DR-1614,Disaster,2005-11-10,2005.0,11.0,4.0,10.0,Thursday,MA,Massachusetts,Northeast,Berkshire County,Storm,Severe Storms and Flooding,2005-10-07,,
DR-1613,Disaster,2005-11-10,2005.0,11.0,4.0,10.0,Thursday,PR,Puerto Rico,Territory,Adjuntas Municipio,Storm,"Severe Storms, Flooding, Landslides, and Mudslides",2005-10-09,,2015-08-10
DR-1617,Disaster,2005-12-01,2005.0,12.0,4.0,1.0,Thursday,KY,Kentucky,South,Hopkins County,Storm,Severe Storms and Tornadoes ,,,
FM-2590,Fire,2005-12-02,2005.0,12.0,4.0,2.0,Friday,OK,Oklahoma,South,McIntosh County,Fire,Texanna Road Fire,,,2010-04-09
DR-1618,Disaster,2005-12-09,2005.0,12.0,4.0,9.0,Friday,AK,Alaska,West,Bering Strait Regional Educational Attendance Area,Storm,"Severe Fall Storm, Tidal Surges, and Flooding",,,
FM-2599,Fire,2006-01-01,2006.0,1.0,1.0,1.0,Sunday,OK,Oklahoma,South,Muskogee County,Fire,Wainwright Fire Complex,2006-01-01,,
FM-2598,Fire,2006-01-01,2006.0,1.0,1.0,1.0,Sunday,TX,Texas,South,Montague County,Fire,Ringgold Fire ,2006-01-01,,
FM-2597,Fire,2006-01-01,2006.0,1.0,1.0,1.0,Sunday,OK,Oklahoma,South,Creek County,Fire,Depew Fire Complex,2006-01-01,,
FM-2596,Fire,2006-01-01,2006.0,1.0,1.0,1.0,Sunday,TX,Texas,South,Eastland County,Fire,Carbon Fire,2006-01-01,,
FM-2603,Fire,2006-01-02,2006.0,1.0,1.0,2.0,Monday,OK,Oklahoma,South,Kingfisher County,Fire,Cashion Fire Complex  ,2006-01-01,,
FM-2604,Fire,2006-01-02,2006.0,1.0,1.0,2.0,Monday,OK,Oklahoma,South,Logan County,Fire,Guthrie Fire,2006-01-01,,
FM-2605,Fire,2006-01-02,2006.0,1.0,1.0,2.0,Monday,OK,Oklahoma,South,Creek County,Fire,Sapulpa Fire Complex,2006-01-01,,
FM-2606,Fire,2006-01-02,2006.0,1.0,1.0,2.0,Monday,OK,Oklahoma,South,Lincoln County,Fire,Prague Fire ,2006-01-01,,
FM-2607,Fire,2006-01-02,2006.0,1.0,1.0,2.0,Monday,OK,Oklahoma,South,Oklahoma County,Fire,63Rd Street Fire,2006-01-01,,
FM-2601,Fire,2006-01-02,2006.0,1.0,1.0,2.0,Monday,OK,Oklahoma,South,Creek County,Fire,Shamrock Fire Complex,2006-01-01,,
FM-2602,Fire,2006-01-02,2006.0,1.0,1.0,2.0,Monday,OK,Oklahoma,South,Pottawatomie County,Fire,Bethel Acres Fire ,2006-01-01,,
FM-2600,Fire,2006-01-02,2006.0,1.0,1.0,2.0,Monday,NM,New Mexico,West,Eddy County,Fire,Southeast New Mexico Fire Complex,2006-01-01,2006-01-04,2010-07-08
FM-2608,Fire,2006-01-03,2006.0,1.0,1.0,3.0,Tuesday,OK,Oklahoma,South,McIntosh County,Fire,Eufaula Fire,2006-01-03,,
DR-1621,Disaster,2006-01-04,2006.0,1.0,1.0,4.0,Wednesday,ND,North Dakota,Midwest,Cass County,Storm,Severe Winter Storm,,,2012-08-08
DR-1622,Disaster,2006-01-04,2006.0,1.0,1.0,4.0,Wednesday,MN,Minnesota,Midwest,Big Stone County,Storm,Severe Winter Storm,,,
FM-2611,Fire,2006-01-05,2006.0,1.0,1.0,5.0,Thursday,TX,Texas,South,Nacogdoches County,Fire,Mill Creek Fire ,2006-01-05,,
FM-2610,Fire,2006-01-05,2006.0,1.0,1.0,5.0,Thursday,TX,Texas,South,Bell County,Fire,Rosewood Fire ,2006-01-05,,
FM-2609,Fire,2006-01-05,2006.0,1.0,1.0,5.0,Thursday,TX,Texas,South,Bexar County,Fire,Bulverde Fire,2006-01-05,,
FM-2612,Fire,2006-01-07,2006.0,1.0,1.0,7.0,Saturday,TX,Texas,South,Bastrop County,Fire,Cedar Creek Fire,2006-01-07,,
FM-2615,Fire,2006-01-08,2006.0,1.0,1.0,8.0,Sunday,OK,Oklahoma,South,McIntosh County,Fire,Mcnally Flats Fire,2006-01-08,,
FM-2614,Fire,2006-01-08,2006.0,1.0,1.0,8.0,Sunday,TX,Texas,South,Wood County,Fire,Hawkins Fire ,2006-01-08,,
FM-2613,Fire,2006-01-08,2006.0,1.0,1.0,8.0,Sunday,CO,Colorado,West,Huerfano County,Fire,Mauricio Canyon Fire,2006-01-07,,2011-05-04
FM-2616,Fire,2006-01-09,2006.0,1.0,1.0,9.0,Monday,OK,Oklahoma,South,McIntosh County,Fire,Henryetta Fire ,2006-01-09,,
DR-1623,Disaster,2006-01-10,2006.0,1.0,1.0,10.0,Tuesday,OK,Oklahoma,South,Adair County,Fire,Extreme Wildfire Threat,,,
DR-1624,Disaster,2006-01-11,2006.0,1.0,1.0,11.0,Wednesday,TX,Texas,South,Anderson County,Fire,Extreme Wildfire Threat,,,
FM-2617,Fire,2006-01-11,2006.0,1.0,1.0,11.0,Wednesday,TX,Texas,South,Hays County,Fire,Niederwald Fire ,2006-01-11,,
DR-1628,Disaster,2006-02-03,2006.0,2.0,1.0,3.0,Friday,CA,California,West,Alameda County,Storm,"Severe Storms, Flooding, Mudslides, and Landslides",,2006-01-03,
DR-1629,Disaster,2006-02-03,2006.0,2.0,1.0,3.0,Friday,NV,Nevada,West,Carson City,Storm,Severe Storms and Flooding,,2006-01-04,
FM-2629,Fire,2006-02-05,2006.0,2.0,1.0,5.0,Sunday,TX,Texas,South,Ellis County,Fire,Venus Fire Complex,2006-02-05,,
FM-2630,Fire,2006-02-06,2006.0,2.0,1.0,6.0,Monday,CA,California,West,Orange County,Fire,Sierra Fire,2006-02-06,,2010-07-08
FM-2631,Fire,2006-03-01,2006.0,3.0,1.0,1.0,Wednesday,NM,New Mexico,West,Colfax County,Fire,Casa Fire,2006-03-01,2006-03-07,2010-07-08
DR-1634,Disaster,2006-04-05,2006.0,4.0,2.0,5.0,Wednesday,TN,Tennessee,South,Benton County,Storm,Severe Storms and Tornadoes,2006-04-02,2006-04-08,
DR-1635,Disaster,2006-04-05,2006.0,4.0,2.0,5.0,Wednesday,MO,Missouri,Midwest,Andrew County,Storm,"Severe Storms, Tornadoes, and Flooding",,2006-04-03,
FM-2635,Fire,2006-04-06,2006.0,4.0,2.0,6.0,Thursday,OK,Oklahoma,South,McClain County,Fire,New Castle Fire,2006-04-06,,2010-04-09
FM-2634,Fire,2006-04-06,2006.0,4.0,2.0,6.0,Thursday,OK,Oklahoma,South,Caddo County,Fire,Cement Fire,2006-04-06,,2010-04-09
FM-2633,Fire,2006-04-06,2006.0,4.0,2.0,6.0,Thursday,OK,Oklahoma,South,Kay County,Fire,Ponca City Fire ,2006-04-06,,2010-04-09
FM-2636,Fire,2006-04-12,2006.0,4.0,2.0,12.0,Wednesday,NM,New Mexico,West,Mora County,Fire,Ojo Feliz Fire,2006-04-12,,2010-07-08
DR-1636,Disaster,2006-04-12,2006.0,4.0,2.0,12.0,Wednesday,AR,Arkansas,South,Conway County,Storm,Severe Storms and Tornadoes,2006-04-01,2006-04-03,2013-12-12
DR-1640,Disaster,2006-05-02,2006.0,5.0,2.0,2.0,Tuesday,HI,Hawaii,West,Honolulu County,Storm,"Severe Storms, Flooding, Landslides, and Mudslides",,2006-04-02,
EM-3266,Emergency,2006-05-02,2006.0,5.0,2.0,2.0,Tuesday,CT,Connecticut,Northeast,"Fairfield County(in PMSA 1160,1930,5760,8040",Snow,Snow,2006-02-11,2006-02-12,
FM-2640,Fire,2006-06-02,2006.0,6.0,2.0,2.0,Friday,AZ,Arizona,West,Yavapai County,Fire,La Barranca Fire,2006-06-01,2006-06-07,
DR-1645,Disaster,2006-06-05,2006.0,6.0,2.0,5.0,Monday,ND,North Dakota,Midwest,Turtle Mountain Indian Reservation,Storm,"Severe Storms, Flooding, and Ground Saturation",,,
DR-1646,Disaster,2006-06-05,2006.0,6.0,2.0,5.0,Monday,CA,California,West,Alameda County,Storm,"Severe Storms, Flooding, Landslides, and Mudslides",,,
DR-1647,Disaster,2006-06-05,2006.0,6.0,2.0,5.0,Monday,SD,South Dakota,Midwest,Bennett County,Storm,Severe Winter Storm,,,
DR-1648,Disaster,2006-06-05,2006.0,6.0,2.0,5.0,Monday,MN,Minnesota,Midwest,Becker County,Flood,Flooding,,2006-05-03,2014-03-06
FM-2641,Fire,2006-06-08,2006.0,6.0,2.0,8.0,Thursday,AK,Alaska,West,Yukon Koyukuk Regional Educational Attendance Area,Fire,Parks Highway (Tamarack) Fire,2006-06-07,,
DR-1650,Disaster,2006-07-01,2006.0,7.0,3.0,1.0,Saturday,NY,New York,Northeast,Broome County,Storm,Severe Storms and Flooding,,2006-07-10,
DR-1651,Disaster,2006-07-02,2006.0,7.0,3.0,2.0,Sunday,OH,Ohio,Midwest,Cuyahoga County,Storm,"Severe Storms, Tornadoes, Straight Line Winds, and Flooding",,,2013-03-11
DR-1652,Disaster,2006-07-02,2006.0,7.0,3.0,2.0,Sunday,MD,Maryland,South,Caroline County,Storm,"Severe Storms, Flooding, and Tornadoes",,2006-07-12,2012-06-11
DR-1654,Disaster,2006-07-05,2006.0,7.0,3.0,5.0,Wednesday,DE,Delaware,South,Sussex County,Storm,Severe Storms and Flooding,,,2010-05-12
DR-1653,Disaster,2006-07-07,2006.0,7.0,3.0,7.0,Friday,NJ,New Jersey,Northeast,Hunterdon County,Storm,Severe Storms and Flooding,,2006-07-10,2012-01-10
FM-2652,Fire,2006-07-11,2006.0,7.0,3.0,11.0,Tuesday,MT,Montana,West,Stillwater County,Fire,Saunders Fire,2006-07-10,,2011-01-05
FM-2653,Fire,2006-07-12,2006.0,7.0,3.0,12.0,Wednesday,CA,California,West,San Bernardino County,Fire,Sawtooth Fire Complex ,2006-07-11,,
DR-1656,Disaster,2006-08-01,2006.0,8.0,3.0,1.0,Tuesday,OH,Ohio,Midwest,Ashtabula County,Storm,"Severe Storms, Straight Line Winds, and Flooding",,2006-08-04,2012-02-07
DR-1657,Disaster,2006-08-04,2006.0,8.0,3.0,4.0,Friday,AK,Alaska,West,Lower Kuskokwim Regional Educational Attendance Area,Flood,Snow Melt and Ice Jam Flooding,,,
FM-2663,Fire,2006-08-08,2006.0,8.0,3.0,8.0,Tuesday,WA,Washington,West,Stevens County,Fire,Valley Mill Fire,2006-08-08,2006-08-11,
FM-2664,Fire,2006-08-12,2006.0,8.0,3.0,12.0,Saturday,NV,Nevada,West,Washoe County,Fire,Verdi Fire,2006-08-11,,
FM-2672,Fire,2006-09-01,2006.0,9.0,3.0,1.0,Friday,CO,Colorado,West,Garfield County,Fire,Red Apple Fire ,,2006-09-03,
FM-2673,Fire,2006-09-02,2006.0,9.0,3.0,2.0,Saturday,HI,Hawaii,West,Maui County,Fire,Ma'Alaea Fire,2006-09-01,2006-09-06,
DR-1660,Disaster,2006-09-07,2006.0,9.0,3.0,7.0,Thursday,AZ,Arizona,West,Gila River Indian Reservation,Storm,Severe Storms and Flooding,,2006-08-04,
FM-2674,Fire,2006-09-11,2006.0,9.0,3.0,11.0,Monday,WA,Washington,West,Chelan County,Fire,Flick Creek Fire,2006-09-09,,
DR-1662,Disaster,2006-10-06,2006.0,10.0,4.0,6.0,Friday,IN,Indiana,Midwest,Lake County,Storm,Severe Storms and Flooding,2006-09-12,,2015-01-05
DR-1667,Disaster,2006-11-02,2006.0,11.0,4.0,2.0,Thursday,MO,Missouri,Midwest,St. Louis,Storm,Severe Storms,,,2012-07-11
DR-1668,Disaster,2006-11-02,2006.0,11.0,4.0,2.0,Thursday,LA,Louisiana,South,Acadia Parish,Storm,Severe Storms and Flooding,,2006-11-08,
FM-2679,Fire,2006-11-11,2006.0,11.0,4.0,11.0,Saturday,NV,Nevada,West,Washoe County,Fire,Pinehaven Fire,2006-11-11,2006-11-12,2008-02-11
FM-2681,Fire,2006-12-03,2006.0,12.0,4.0,3.0,Sunday,CA,California,West,Ventura County,Fire,Shekell Fire,2006-12-03,2006-12-06,2010-01-05
DR-1669,Disaster,2006-12-08,2006.0,12.0,4.0,8.0,Friday,AK,Alaska,West,Chugach Regional Educational Attendance Area,Storm,"Severe Storms, Flooding, Landslides, and Mudslides",2006-10-08,,
DR-1670,Disaster,2006-12-12,2006.0,12.0,4.0,12.0,Tuesday,NY,New York,Northeast,Broome County,Storm,Severe Storms and Flooding,,,
DR-1671,Disaster,2006-12-12,2006.0,12.0,4.0,12.0,Tuesday,WA,Washington,West,Chelan County,Storm,"Severe Storms, Flooding, Landslides, and Mudslides",2006-11-02,2006-11-11,
DR-1674,Disaster,2007-01-07,2007.0,1.0,1.0,7.0,Sunday,NE,Nebraska,Midwest,Adams County,Storm,Severe Winter Storms,,2007-01-01,2015-04-01
DR-1675,Disaster,2007-01-07,2007.0,1.0,1.0,7.0,Sunday,KS,Kansas,Midwest,Cheyenne County,Storm,Severe Winter Storm,,,
EM-3270,Emergency,2007-01-07,2007.0,1.0,1.0,7.0,Sunday,CO,Colorado,West,Adams County,Snow,Snow,,,2010-08-11
EM-3271,Emergency,2007-01-07,2007.0,1.0,1.0,7.0,Sunday,CO,Colorado,West,Baca County,Snow,Snow,,,
DR-1677,Disaster,2007-02-01,2007.0,2.0,1.0,1.0,Thursday,OK,Oklahoma,South,Beaver County,Storm,Severe Winter Storm,,,
DR-1678,Disaster,2007-02-01,2007.0,2.0,1.0,1.0,Thursday,OK,Oklahoma,South,Adair County,Storm,Severe Winter Storms ,2007-01-12,,
DR-1679,Disaster,2007-02-03,2007.0,2.0,1.0,3.0,Saturday,FL,Florida,South,Lake County,Storm,Severe Storms and Tornadoes,2007-02-01,2007-02-02,
DR-1680,Disaster,2007-02-08,2007.0,2.0,1.0,8.0,Thursday,FL,Florida,South,Volusia County,Storm,"Severe Storms, Tornadoes, and Flooding",,,2014-05-07
DR-1681,Disaster,2007-02-09,2007.0,2.0,1.0,9.0,Friday,IL,Illinois,Midwest,Bond County,Ice,Severe Winter Storm,,2006-12-01,
DR-1687,Disaster,2007-03-03,2007.0,3.0,1.0,3.0,Saturday,AL,Alabama,South,Coffee County,Storm,Severe Storms and Tornadoes ,2007-03-01,2007-03-01,
DR-1686,Disaster,2007-03-03,2007.0,3.0,1.0,3.0,Saturday,GA,Georgia,South,Baker County,Storm,Severe Storms and Tornadoes ,2007-03-01,2007-03-02,
FM-2683,Fire,2007-03-11,2007.0,3.0,1.0,11.0,Sunday,CA,California,West,Orange County,Fire,241 Fire,2007-03-11,,2010-01-05
EM-3274,Emergency,2007-03-12,2007.0,3.0,1.0,12.0,Monday,IN,Indiana,Midwest,Adams County,Snow,Snow,2007-02-12,,2010-12-07
DR-1690,Disaster,2007-04-02,2007.0,4.0,2.0,2.0,Monday,NM,New Mexico,West,Curry County,Storm,Severe Storms and Tornadoes,,,
DR-1696,Disaster,2007-05-01,2007.0,5.0,2.0,1.0,Tuesday,WV,West Virginia,South,Barbour County,Storm,"Severe Storms, Flooding, Landslides, and Mudslides",,,2013-07-08
DR-1697,Disaster,2007-05-01,2007.0,5.0,2.0,1.0,Tuesday,TX,Texas,South,Atascosa County,Storm,Severe Storms and Tornadoes,,,
FM-2687,Fire,2007-05-02,2007.0,5.0,2.0,2.0,Wednesday,FL,Florida,South,Flagler County,Fire,Deland Fire Complex ,2007-05-01,,2011-06-08
DR-1698,Disaster,2007-05-04,2007.0,5.0,2.0,4.0,Friday,VT,Vermont,Northeast,Bennington County,Storm,Severe Storms and Flooding,,,
FM-2688,Fire,2007-05-05,2007.0,5.0,2.0,5.0,Saturday,GA,Georgia,South,Atkinson County,Fire,Roundabout Fire,2007-05-04,,
DR-1699,Disaster,2007-05-06,2007.0,5.0,2.0,6.0,Sunday,KS,Kansas,Midwest,Barton County,Storm,"Severe Storms, Tornadoes, and Flooding",2007-05-04,2007-06-01,
FM-2689,Fire,2007-05-07,2007.0,5.0,2.0,7.0,Monday,FL,Florida,South,Alachua County,Fire,Suwannee Fire Complex,2007-05-07,,
FM-2690,Fire,2007-05-08,2007.0,5.0,2.0,8.0,Tuesday,FL,Florida,South,Walton County,Fire,Black Creek Fire ,2007-05-07,,
FM-2693,Fire,2007-05-09,2007.0,5.0,2.0,9.0,Wednesday,GA,Georgia,South,Charlton County,Fire,Bugaboo Scrub Fire,2007-05-09,,
FM-2692,Fire,2007-05-09,2007.0,5.0,2.0,9.0,Wednesday,FL,Florida,South,Collier County,Fire,Calloosahatchee Fire Complex,2007-05-07,,
FM-2691,Fire,2007-05-09,2007.0,5.0,2.0,9.0,Wednesday,CA,California,West,Los Angeles County,Fire,Griffith Park Fire,2007-05-08,2007-05-11,2010-01-05
FM-2694,Fire,2007-05-10,2007.0,5.0,2.0,10.0,Thursday,CA,California,West,Los Angeles County,Fire,Island Fire,2007-05-10,,2010-01-05
DR-1700,Disaster,2007-05-11,2007.0,5.0,2.0,11.0,Friday,CT,Connecticut,Northeast,"Fairfield County(in PMSA 1160,1930,5760,8040",Storm,Severe Storms and Flooding,,,
DR-1706,Disaster,2007-06-06,2007.0,6.0,2.0,6.0,Wednesday,NE,Nebraska,Midwest,Blaine County,Storm,"Severe Storms, Flooding, and Tornadoes",2007-05-04,,
DR-1707,Disaster,2007-06-07,2007.0,6.0,2.0,7.0,Thursday,OK,Oklahoma,South,Atoka County,Storm,"Severe Storms, Tornadoes, and Flooding",2007-05-04,2007-05-11,
DR-1708,Disaster,2007-06-11,2007.0,6.0,2.0,11.0,Monday,MO,Missouri,Midwest,Andrew County,Storm,Severe Storms and Flooding,2007-05-05,,2015-03-09
DR-1711,Disaster,2007-07-02,2007.0,7.0,3.0,2.0,Monday,KS,Kansas,Midwest,Allen County,Storm,Severe Storms and Flooding,,,
DR-1710,Disaster,2007-07-02,2007.0,7.0,3.0,2.0,Monday,NY,New York,Northeast,Delaware County,Storm,Severe Storms and Flooding,,,
FM-2704,Fire,2007-07-06,2007.0,7.0,3.0,6.0,Friday,NV,Nevada,West,Washoe County,Fire,Red Rock Fire,2007-07-06,2007-07-08,
FM-2705,Fire,2007-07-06,2007.0,7.0,3.0,6.0,Friday,NV,Nevada,West,Douglas County,Fire,Sleeping Elephant Fire,2007-07-06,2007-07-08,
FM-2707,Fire,2007-07-07,2007.0,7.0,3.0,7.0,Saturday,UT,Utah,West,Millard County,Fire,Milford Flat Fire,2007-07-06,,
FM-2706,Fire,2007-07-07,2007.0,7.0,3.0,7.0,Saturday,CA,California,West,Inyo County,Fire,Inyo Fire Complex,2007-07-07,,2010-05-10
DR-1712,Disaster,2007-07-07,2007.0,7.0,3.0,7.0,Saturday,OK,Oklahoma,South,Alfalfa County,Storm,"Severe Storms, Flooding, and Tornadoes",2007-06-10,,
FM-2711,Fire,2007-07-08,2007.0,7.0,3.0,8.0,Sunday,WA,Washington,West,Chelan County,Fire,Easy Street Fire,2007-07-08,2007-07-10,
FM-2710,Fire,2007-07-08,2007.0,7.0,3.0,8.0,Sunday,SD,South Dakota,Midwest,Fall River County,Fire,Alabaugh Canyon Fire,2007-07-07,,2010-03-10
FM-2709,Fire,2007-07-08,2007.0,7.0,3.0,8.0,Sunday,NV,Nevada,West,Washoe County,Fire,Hungry Valley Fire,2007-07-07,2007-07-09,
FM-2708,Fire,2007-07-08,2007.0,7.0,3.0,8.0,Sunday,CA,California,West,Los Angeles County,Fire,Canyon Fire,2007-07-07,2007-07-10,2010-05-10
FM-2712,Fire,2007-07-12,2007.0,7.0,3.0,12.0,Thursday,OR,Oregon,West,Harney County,Fire,Egley Fire Complex,2007-07-08,,2012-04-10
DR-1715,Disaster,2007-08-03,2007.0,8.0,3.0,3.0,Friday,VT,Vermont,Northeast,Caledonia County,Storm,Severe Storms and Flooding,2007-07-09,2007-07-11,
FM-2718,Fire,2007-08-04,2007.0,8.0,3.0,4.0,Saturday,MT,Montana,West,Missoula County,Fire,Jocko Lakes Fire,2007-08-04,2007-09-04,
DR-1716,Disaster,2007-08-08,2007.0,8.0,3.0,8.0,Wednesday,ME,Maine,Northeast,Oxford County,Storm,Severe Storms and Flooding,2007-07-11,2007-07-12,
FM-2719,Fire,2007-08-12,2007.0,8.0,3.0,12.0,Sunday,WY,Wyoming,West,Sheridan County,Fire,Little Goose Fire,2007-08-12,,
FM-2727,Fire,2007-09-03,2007.0,9.0,3.0,3.0,Monday,OR,Oregon,West,Deschutes County,Fire,Gw Fire,2007-09-02,2007-09-11,
DR-1725,Disaster,2007-09-07,2007.0,9.0,3.0,7.0,Friday,ND,North Dakota,Midwest,Cass County,Storm,Severe Storms and Tornadoes,,,
DR-1726,Disaster,2007-09-07,2007.0,9.0,3.0,7.0,Friday,ND,North Dakota,Midwest,Grand Forks County,Storm,Severe Storms and Tornadoes,,,
DR-1730,Disaster,2007-10-02,2007.0,10.0,4.0,2.0,Tuesday,TX,Texas,South,Bexar County,Storm,Tropical Storm Erin,,,2015-06-11
DR-1733,Disaster,2007-12-08,2007.0,12.0,4.0,8.0,Saturday,OR,Oregon,West,"Coos,Lower Unqua and Siuslaw Indian Reservation",Storm,"Severe Storms, Flooding, Landslides, and Mudslides",2007-12-01,,
DR-1734,Disaster,2007-12-08,2007.0,12.0,4.0,8.0,Saturday,WA,Washington,West,Clallam County,Storm,"Severe Storms, Flooding, Landslides, and Mudslides",2007-12-01,,
EM-3280,Emergency,2007-12-10,2007.0,12.0,4.0,10.0,Monday,OK,Oklahoma,South,Adair County,Ice,Severe Winter Storms,2007-12-08,2008-01-03,
EM-3282,Emergency,2007-12-12,2007.0,12.0,4.0,12.0,Wednesday,KS,Kansas,Midwest,Allen County,Storm,Severe Winter Storms,2007-12-06,,
EM-3281,Emergency,2007-12-12,2007.0,12.0,4.0,12.0,Wednesday,MO,Missouri,Midwest,Statewide,Ice,Severe Winter Storms,2007-12-08,,
DR-1737,Disaster,2008-01-04,2008.0,1.0,1.0,4.0,Friday,IA,Iowa,Midwest,Adair County,Ice,Severe Winter Storm,2007-12-10,2007-12-11,2014-05-01
DR-1738,Disaster,2008-01-08,2008.0,1.0,1.0,8.0,Tuesday,NV,Nevada,West,Lyon County,Storm,Severe Winter Storms and Flooding,2008-01-05,2008-01-10,
DR-1739,Disaster,2008-01-11,2008.0,1.0,1.0,11.0,Friday,NE,Nebraska,Midwest,Gage County,Ice,Severe Winter Storm,2007-12-10,2007-12-12,2012-10-11
DR-1741,Disaster,2008-02-01,2008.0,2.0,1.0,1.0,Friday,KS,Kansas,Midwest,Atchison County,Storm,Severe Winter Storms,2007-12-06,,
DR-1742,Disaster,2008-02-05,2008.0,2.0,1.0,5.0,Tuesday,MO,Missouri,Midwest,Barry County,Storm,"Severe Storms, Tornadoes, and Flooding",2008-01-07,2008-01-10,
DR-1743,Disaster,2008-02-06,2008.0,2.0,1.0,6.0,Wednesday,HI,Hawaii,West,Hawaii County,Storm,"Severe Storms, High Surf, Flooding, and Mudslides",2007-12-04,2007-12-07,
DR-1745,Disaster,2008-02-07,2008.0,2.0,1.0,7.0,Thursday,TN,Tennessee,South,Benton County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",2008-02-05,2008-02-06,
DR-1744,Disaster,2008-02-07,2008.0,2.0,1.0,7.0,Thursday,AR,Arkansas,South,Baxter County,Storm,"Severe Storms, Tornadoes, and Flooding",2008-02-05,2008-02-12,
FM-2742,Fire,2008-02-08,2008.0,2.0,1.0,8.0,Friday,TX,Texas,South,Andrews County,Fire,Chevron Fire,2008-02-08,,
FM-2749,Fire,2008-03-04,2008.0,3.0,1.0,4.0,Tuesday,TX,Texas,South,Zapata County,Fire,La Perla Fire,2008-03-03,2008-03-05,
DR-1747,Disaster,2008-03-07,2008.0,3.0,1.0,7.0,Friday,IL,Illinois,Midwest,Iroquois County,Storm,Severe Storms and Flooding,2008-01-07,,2016-08-08
FM-2750,Fire,2008-03-12,2008.0,3.0,1.0,12.0,Wednesday,TX,Texas,South,Jeff Davis County,Fire,Arabella Fire,2008-03-11,,
DR-1748,Disaster,2008-03-12,2008.0,3.0,1.0,12.0,Wednesday,MO,Missouri,Midwest,Bollinger County,Ice,Severe Winter Storms and Flooding,2008-02-10,,
FM-2759,Fire,2008-04-10,2008.0,4.0,2.0,10.0,Thursday,TX,Texas,South,Andrews County,Fire,Parker Fire,2008-04-10,,
FM-2764,Fire,2008-05-01,2008.0,5.0,2.0,1.0,Thursday,TX,Texas,South,Martin County,Fire,Price Fire,2008-05-01,2008-05-04,
DR-1752,Disaster,2008-05-05,2008.0,5.0,2.0,5.0,Monday,OK,Oklahoma,South,Adair County,Storm,"Severe Storms, Tornadoes, and Flooding",,,2012-09-11
DR-1753,Disaster,2008-05-08,2008.0,5.0,2.0,8.0,Thursday,MS,Mississippi,South,Bolivar County,Storm,Severe Storms and Flooding,,,2016-12-06
DR-1755,Disaster,2008-05-09,2008.0,5.0,2.0,9.0,Friday,ME,Maine,Northeast,Aroostook County,Flood,Severe Storms and Flooding,,,
DR-1754,Disaster,2008-05-09,2008.0,5.0,2.0,9.0,Friday,OK,Oklahoma,South,Adair County,Flood,"Severe Storms, Tornadoes, and Flooding",2008-04-09,,
